filename,result
downloaded_images\松田日式飯糰_紫蘇梅飯團_45元_3.jpg,"依據圖片及檔名資訊，理性分析如下：

**食物種類與分量估計：**
*   **飯糰（以白米為主）：** 約110-120公克。圖片顯示有少許玉米粒、黑芝麻及深色顆粒（可能為紫蘇碎）。
*   **紫蘇梅內餡：** 約10-15公克（藏於飯糰內部）。
*   **海苔：** 約3公克（外層包覆）。
*   **總重估計：** 約125-140公克。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND 標準)：**
*   **白米飯：** 以每100公克約183大卡計。
    *   115公克白米飯：115公克 * (183大卡/100公克) ≈ 210大卡
*   **紫蘇梅餡：** 醃漬梅子熱量較高，但內餡分量少。以加工梅子（如話梅、蜜餞梅）約200-250大卡/100公克保守估計。
    *   12公克紫蘇梅餡：12公克 * (210大卡/100公克) ≈ 25大卡
*   **海苔：** 以每100公克約300大卡計。
    *   3公克海苔：3公克 * (300大卡/100公克) = 9大卡
*   **玉米粒與芝麻：** 含量極微，熱量可忽略不計 (或合計約5大卡以內)。

**總熱量估計：**
210 (米飯) + 25 (紫蘇梅餡) + 9 (海苔) + 少量玉米芝麻 ≈ **244 - 250 大卡**。"
downloaded_images\松田日式飯糰_豬肉燒飯團_45元_3.jpg,"依據圖片與檔案名「松田日式飯糰_豬肉燒飯團_45元_3.jpg」判斷：

**食物構成與分量推估：**
1.  **白米飯 (Cooked White Rice)：**
    *   構成主體，呈現飯糰標準三角形狀。
    *   推估分量：約 130 公克。
2.  **燒豬肉內餡 (Braised/Roasted Pork Filling)：**
    *   位於飯糰中央，可見其棕色碎肉質地。
    *   推估分量：約 40 公克。
3.  **海苔 (Nori Seaweed)：**
    *   飯糰外層包裹。
    *   推估分量：約 3 公克。
4.  **調味香鬆/芝麻 (Seasoning/Furikake/Sesame)：**
    *   飯糰表面可見少量綠色碎屑與黑色芝麻粒。
    *   推估分量：約 1 公克。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND 標準)：**
1.  **白米飯：**
    *   TFND 標準：每 100 公克熟白米飯約 183 大卡。
    *   推估熱量：130 公克 * (183 大卡 / 100 公克) ≈ **238 大卡**。
2.  **燒豬肉內餡：**
    *   考量為調味烹煮過的豬肉，脂肪含量可能較高。推估比照滷豬肉或一般調理豬肉。
    *   TFND 豬肉品項，例如滷豬肉（非純瘦肉）約 200-280 大卡/100公克。取中值 250 大卡/100公克。
    *   推估熱量：40 公克 * (250 大卡 / 100 公克) = **100 大卡**。
3.  **海苔：**
    *   TFND 標準：每 100 公克海苔約 278 大卡。
    *   推估熱量：3 公克 * (278 大卡 / 100 公克) ≈ **8 大卡**。
4.  **調味香鬆/芝麻：**
    *   熱量微乎其微。
    *   推估熱量：約 **4 大卡**。

**總熱量推估：**
238 (白米飯) + 100 (燒豬肉) + 8 (海苔) + 4 (調味料) = **350 大卡**。"
downloaded_images\松田日式飯糰_鮭魚鬆飯糰_50元_3.jpg,"根據圖片與檔名「松田日式飯糰_鮭魚鬆飯糰_50元_3.jpg」判斷，這是一個日式飯糰。

**判斷食物種類與估計分量：**

1.  **白米飯 (主體)：** 約 105 公克。
2.  **鮭魚鬆 (內餡)：** 從露出部分判斷，份量約 18 公克。
3.  **海苔 (外層)：** 約 2 公克。
4.  **玉米粒 (點綴)：** 約 1.5 公克。
5.  **黑芝麻 (表面)：** 少於 0.5 公克。
6.  **香鬆/調味粉 (表面，含綠色與橘色小顆粒)：** 少於 0.5 公克。

**衛福部食品營養成分資料庫 (TFND) 推估熱量：**

*   **白米飯 (熟)：** 約 105 公克 x (182 大卡 / 100 公克) = 191.1 大卡
*   **鮭魚鬆 (魚鬆，估計值)：** 約 18 公克 x (380 大卡 / 100 公克) = 68.4 大卡
*   **海苔 (乾海苔片)：** 約 2 公克 x (280 大卡 / 100 公克) = 5.6 大卡
*   **玉米粒 (生)：** 約 1.5 公克 x (95 大卡 / 100 公克) = 1.4 大卡
*   **黑芝麻：** 約 0.5 公克 x (570 大卡 / 100 公克) = 2.9 大卡
*   **香鬆/調味粉 (依海苔香鬆估計)：** 約 0.5 公克 x (380 大卡 / 100 公克) = 1.9 大卡

**總熱量推估：**
約 191.1 + 68.4 + 5.6 + 1.4 + 2.9 + 1.9 = **271.3 大卡**。

**結論：**
此日式鮭魚鬆飯糰主要由白米飯組成，內餡為鮭魚鬆，外層包覆海苔，表面點綴玉米粒、黑芝麻及香鬆。根據推估，總熱量約為 **271 大卡**。"
downloaded_images\樂米餐盒_台味蒜泥豬_130元_3.jpg,"根據圖片與檔案名稱「樂米餐盒_台味蒜泥豬_130元_3.jpg」判斷，餐點內容與熱量估算如下：

**餐點組成及份量估計：**

1.  **白飯 (主食)：** 約180公克。
2.  **台味蒜泥豬 (主菜)：** 豬肉片約90公克，蒜泥醬汁約30公克。
3.  **水煮蛋 (配菜)：** 半顆，約28公克。
4.  **綠花椰菜 (配菜)：** 約50公克。
5.  **黑木耳 (配菜)：** 約50公克。
6.  **玉米筍 (配菜)：** 2根，約20公克。
7.  **聖女番茄 (配菜)：** 2顆，約25公克。
8.  **筍片 (配菜)：** 約30公克。
9.  **油蔥酥/蒜酥 (點綴)：** 約7公克。

**熱量估計 (參考衛福部食品營養成分資料庫 TFND 標準)：**

1.  **白飯 (煮熟)：** 180g * 1.30 kcal/g = **234 kcal**
2.  **豬肉片 (瘦肉，煮熟)：** 90g * 1.60 kcal/g = 144 kcal
    *   **蒜泥醬汁：** 估計額外增加約 **30 kcal**
    *   **主菜總計：174 kcal**
3.  **雞蛋 (水煮，半顆)：** 28g * 1.40 kcal/g = **39 kcal**
4.  **綠花椰菜 (煮熟)：** 50g * 0.30 kcal/g = **15 kcal**
5.  **黑木耳 (煮熟)：** 50g * 0.20 kcal/g = **10 kcal**
6.  **玉米筍 (煮熟)：** 20g * 0.20 kcal/g = **4 kcal**
7.  **聖女番茄 (生)：** 25g * 0.20 kcal/g = **5 kcal**
8.  **筍片 (煮熟)：** 30g * 0.20 kcal/g = **6 kcal**
9.  **油蔥酥/蒜酥：** 7g * 5.50 kcal/g = **39 kcal**

**總熱量估計：**
234 + 174 + 39 + 15 + 10 + 4 + 5 + 6 + 39 = **526 大卡**

**總結：**
此餐盒包含白飯作為主食，搭配蒜泥豬為主菜，佐以多樣蔬菜（綠花椰菜、黑木耳、玉米筍、聖女番茄、筍片）及半顆水煮蛋。整體配色均衡，份量適中。經估算，此份餐點總熱量約為 **526 大卡**。

**注意：** 實際熱量會因食材來源、烹調方式（如用油量）、醬汁多寡等因素而異，此為純粹視覺估計之推測值。"
downloaded_images\樂米餐盒_叻沙咖喱雞_155元_3.jpg,"這是一份樂米餐盒的「叻沙咖喱雞」餐點分析。基於圖片內容與檔案名資訊，並參考衛福部食品營養成分資料庫之標準，以下為各食物項目、預估分量及熱量推估：

**餐點名稱：樂米餐盒_叻沙咖喱雞**

**食物組成與熱量估算：**

1.  **熟白米飯：**
    *   分量：約 180 公克
    *   熱量推估：約 333 大卡 (185 kcal/100g)
2.  **叻沙咖喱雞肉：**
    *   分量：約 150 公克 (雞胸或腿肉塊，含咖喱醬汁)
    *   熱量推估：約 300 大卡 (考量咖喱烹調方式，約 200 kcal/100g)
3.  **水煮蛋 (半顆)：**
    *   分量：約 25 公克
    *   熱量推估：約 38 大卡 (150 kcal/100g)
4.  **水煮綠花椰菜：**
    *   分量：約 50 公克
    *   熱量推估：約 15 大卡 (30 kcal/100g)
5.  **炒黑木耳：**
    *   分量：約 35 公克
    *   熱量推估：約 9 大卡 (25 kcal/100g)
6.  **滷豆干丁：**
    *   分量：約 30 公克
    *   熱量推估：約 39 大卡 (130 kcal/100g)
7.  **水煮玉米筍：**
    *   分量：約 20 公克
    *   熱量推估：約 6 大卡 (30 kcal/100g)
8.  **小番茄：**
    *   分量：約 25 公克 (2顆)
    *   熱量推估：約 5 大卡 (20 kcal/100g)
9.  **水煮白色花椰菜/其他水煮蔬菜：**
    *   分量：約 35 公克
    *   熱量推估：約 9 大卡 (25 kcal/100g)

**總熱量推估：**
約 333 + 300 + 38 + 15 + 9 + 39 + 6 + 5 + 9 = **754 大卡**

**備註：**
*   以上分量及熱量為目視估計與參考衛福部資料庫之推算，實際數值可能因食材處理方式、烹調用油及醬汁含量而有所差異。
*   「叻沙咖喱雞肉」的熱量估算已納入咖喱醬汁可能帶來的額外熱量。"
downloaded_images\樂米餐盒_孜然燒烤豬_140元_3.jpg,"這是一份樂米餐盒的孜然燒烤豬飯，參考檔案名及圖片內容，理性判斷其組成及熱量推估如下：

*   **飯 (主食)**
    *   種類：白米飯
    *   分量推估：約 180 克
    *   熱量推估 (衛福部TFND標準，熟白米約180大卡/100克)：180 克 * (180 大卡/100克) = **324 大卡**

*   **孜然燒烤豬 (主菜)**
    *   種類：燒烤豬肉片 (考量燒烤方式及常見餐盒分量，非最精瘦部位)
    *   分量推估：約 120 克
    *   熱量推估 (衛福部TFND標準，燒烤豬肉片約230大卡/100克)：120 克 * (230 大卡/100克) = **276 大卡**

*   **滷蛋/水煮蛋 (配菜)**
    *   種類：半顆滷蛋
    *   分量推估：約 25 克
    *   熱量推估 (衛福部TFND標準，滷蛋約160大卡/100克)：25 克 * (160 大卡/100克) = **40 大卡**

*   **燙熟花椰菜 (配菜)**
    *   種類：綠色花椰菜
    *   分量推估：約 60 克
    *   熱量推估 (衛福部TFND標準，熟花椰菜約30大卡/100克)：60 克 * (30 大卡/100克) = **18 大卡**

*   **燙熟玉米筍 (配菜)**
    *   種類：玉米筍
    *   分量推估：約 30 克
    *   熱量推估 (衛福部TFND標準，熟玉米筍約30大卡/100克)：30 克 * (30 大卡/100克) = **9 大卡**

*   **炒杏鮑菇 (配菜)**
    *   種類：杏鮑菇 (可能含少量烹調用油)
    *   分量推估：約 40 克
    *   熱量推估 (衛福部TFND標準，考量烹調用油約45大卡/100克)：40 克 * (45 大卡/100克) = **18 大卡**

*   **炒木耳 (配菜)**
    *   種類：黑木耳 (可能含少量烹調用油)
    *   分量推估：約 50 克
    *   熱量推估 (衛福部TFND標準，考量烹調用油約30大卡/100克)：50 克 * (30 大卡/100克) = **15 大卡**

*   **聖女番茄 (配菜)**
    *   種類：小番茄 (兩顆)
    *   分量推估：約 30 克
    *   熱量推估 (衛福部TFND標準，小番茄約20大卡/100克)：30 克 * (20 大卡/100克) = **6 大卡**

**總熱量推估：**
324 + 276 + 40 + 18 + 9 + 18 + 15 + 6 = **706 大卡**"
downloaded_images\樂米餐盒_水煮雞胸肉_135元_3.jpg,"根據圖片及檔案名「樂米餐盒_水煮雞胸肉_135元_3.jpg」資訊，判斷餐盒內容與熱量推估如下：

*   **主食：**
    *   **糙米飯：** 約 150 克，推估熱量約 195 大卡。
*   **主菜：**
    *   **水煮雞胸肉：** 約 130 克，推估熱量約 215 大卡。
*   **配菜：**
    *   **花椰菜：** 約 70 克，推估熱量約 21 大卡。
    *   **木耳：** 約 60 克，推估熱量約 15 大卡。
    *   **桂竹筍（或其他蕈菇類）：** 約 60 克，推估熱量約 11 大卡。
    *   **小番茄：** 約 35 克（2 顆），推估熱量約 7 大卡。
    *   **玉米筍：** 約 25 克（2 根），推估熱量約 8 大卡。
    *   **水煮蛋（半顆）：** 約 30 克，推估熱量約 47 大卡。
*   **醬汁：**
    *   **輕醬汁：** 極少量，推估熱量約 5 大卡。

**總計推估熱量：約 524 大卡。**"
downloaded_images\樂米餐盒_照燒雞腿排_155元_3.jpg,"此圖片為樂米餐盒的照燒雞腿排飯，根據視覺判斷、檔案名資訊，並參考「衛福部食品營養成分資料庫 TFND」標準，推估其食物成分、分量及熱量如下：

*   **主食：白飯**
    *   分量：約180克
    *   熱量推估：約320大卡
*   **主菜：照燒雞腿排**
    *   分量：約150克 (去骨帶皮，含照燒醬)
    *   熱量推估：約350大卡
*   **配菜：綠花椰菜**
    *   分量：約60克
    *   熱量推估：約20大卡
*   **配菜：玉米筍**
    *   分量：約35克
    *   熱量推估：約10大卡
*   **配菜：小番茄**
    *   分量：約35克 (約2顆)
    *   熱量推估：約6大卡
*   **配菜：水煮蛋**
    *   分量：半顆 (約28克)
    *   熱量推估：約38大卡
*   **配菜：菇類 (如杏鮑菇或秀珍菇)**
    *   分量：約35克
    *   熱量推估：約8大卡
*   **其他：白芝麻**
    *   分量：少量點綴
    *   熱量推估：可忽略不計

**總熱量推估：約752大卡**

**備註：** 食物分量與熱量為視覺估算及資料庫平均值推估，實際數值可能因烹調方式與食材個別差異而有所不同。"
downloaded_images\樂米餐盒_清蒸鮮鱸魚_150元_3.jpg,"依據圖片與檔名「樂米餐盒_清蒸鮮鱸魚_150元_3.jpg」進行分析，推估內容物、分量及熱量：

**餐點名稱：** 樂米餐盒 清蒸鮮鱸魚

**內容物分析與熱量估算 (參考衛福部食品營養成分資料庫 TFND 標準)：**

1.  **主菜：清蒸鮮鱸魚** (根據檔名判斷，圖片未顯示但應為主要蛋白質來源)
    *   **分量估計：** 鱸魚片約 120 克
    *   **熱量估計：** 約 130 大卡 (每 100 克鱸魚約 108 大卡，清蒸烹調熱量增加有限)

2.  **主食：糙米飯或其他雜糧飯** (餐盒常見基底，圖片未完全顯示但推測應有)
    *   **分量估計：** 熟飯約 100 克
    *   **熱量估計：** 約 125 大卡 (每 100 克糙米飯約 125 大卡)

3.  **配菜：水煮蛋**
    *   **分量估計：** 半顆
    *   **熱量估計：** 約 39 大卡 (每顆水煮蛋約 78 大卡)

4.  **配菜：綜合蔬菜** (包含花椰菜、玉米筍、黃/紅甜椒、南瓜、馬鈴薯、洋蔥、香菇、黑木耳、小番茄、蒜頭等，目測經少量油烹調)
    *   **分量估計：** 總重約 250 克 (熟)
    *   **熱量估計：** 約 190 大卡 (各式蔬菜生重每 100 克約 20-80 大卡不等，加上少量烹調用油約 40-50 大卡)
        *   花椰菜：約 80g
        *   馬鈴薯：約 60g
        *   南瓜：約 50g
        *   甜椒：約 50g
        *   玉米筍、香菇、洋蔥、黑木耳、小番茄等：約 60g
        *   烹調用油：約 5g

**總熱量估算：**
130 (鱸魚) + 125 (糙米飯) + 39 (水煮蛋) + 190 (綜合蔬菜) = **約 484 大卡**"
downloaded_images\樂米餐盒_義式烤時蔬_135元_3.jpg,"根據圖片檔名「樂米餐盒_義式烤時蔬_135元_3.jpg」及視覺判斷，此餐盒主要內容為義式烤時蔬搭配穀物基底。以下為各食物項目、估計份量及參考衛福部食品營養成分資料庫 (TFND) 推估的熱量：

*   **穀物基底 (多穀米)**：約 180 克 → 252 大卡 (以熟多穀米 140 kcal/100g 計)
*   **烤花椰菜**：約 90 克 → 26 大卡 (以熟花椰菜 29 kcal/100g 計)
*   **烤玉米筍**：約 35 克 → 11 大卡 (以熟玉米筍 30 kcal/100g 計)
*   **烤甜椒 (黃/橘/紅)**：約 60 克 → 16 大卡 (以熟甜椒 26 kcal/100g 計)
*   **烤香菇**：約 40 克 → 11 大卡 (以熟香菇 28 kcal/100g 計)
*   **烤馬鈴薯**：約 50 克 → 37 大卡 (以熟馬鈴薯 73 kcal/100g 計)
*   **烤洋蔥**：約 20 克 → 6 大卡 (以熟洋蔥 29 kcal/100g 計)
*   **小番茄**：2 顆，約 30 克 → 9 大卡 (以生小番茄 29 kcal/100g 計)
*   **水煮蛋**：半顆，約 30 克 → 47 大卡 (以全熟雞蛋 155 kcal/100g 計)
*   **黑木耳**：約 15 克 → 3 大卡 (以熟黑木耳 22 kcal/100g 計)
*   **蒜頭**：約 10 克 → 15 大卡 (以生蒜頭 149 kcal/100g 計)
*   **橄欖油/調味用油**：約 15 克 → 133 大卡 (以橄欖油 884 kcal/100g 計)

**總熱量估計：約 566 大卡**

*備註：以上份量及熱量為視覺判斷及參考資料庫的粗略估計，實際數值可能因烹調方式、食材來源及份量精確度而有所差異。*"
downloaded_images\欣欣大眾魷魚羹_滷肉飯_50元_1.jpg,"根據圖片判斷及檔案名資訊，此為一碗「滷肉飯」。

**食物內容及分量推估：**
1.  **白飯：** 碗內盛裝飽滿，目測約為一標準飯碗的量。
    *   推估分量：約 **180 克**。
2.  **滷肉醬 (碎肉及醬汁)：** 覆蓋於飯上，以碎肉為主，帶有醬汁。
    *   推估分量：約 **50 克**。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND 標準)：**
1.  **白飯 (熟白米飯)：** 衛福部資料庫中，熟白米飯每100克約180大卡。
    *   180 克 白飯：180 克 x (180 大卡/100克) = **324 大卡**。
2.  **滷肉醬 (碎肉及醬汁)：** 衛福部資料庫中，滷肉醬 (如「滷肉燥」或「滷肉醬 (碎)」) 因脂肪含量不同，每100克熱量約250-400大卡。取中高值推估。
    *   50 克 滷肉醬：50 克 x (約350 大卡/100克) = **175 大卡**。

**總熱量推估：**
324 大卡 (白飯) + 175 大卡 (滷肉醬) = **499 大卡**。"
downloaded_images\樂米餐盒_香檸烤鯖魚_140元_3.jpg,"根據圖片與檔案名「樂米餐盒_香檸烤鯖魚_140元_3.jpg」所提供之資訊，餐盒內容物分析及熱量推估如下：

**餐盒內容物及熱量推估：**

1.  **香檸烤鯖魚 (主菜)**
    *   **估計份量：** 約 130 克 (一片魚排常見大小)
    *   **熱量推估 (參考衛福部食品營養成分資料庫 TFND - 鯖魚(生))：** 100 克約 229 大卡
    *   **估計熱量：** (229 大卡 / 100 克) * 130 克 ≈ 298 大卡

2.  **糙米飯 (主食)**
    *   **估計份量：** 約 180 克 (碗底未見但餐盒通常有主食)
    *   **熱量推估 (參考衛福部食品營養成分資料庫 TFND - 糙米飯(熟))：** 100 克約 130 大卡
    *   **估計熱量：** (130 大卡 / 100 克) * 180 克 = 234 大卡

3.  **水煮蛋 (配菜)**
    *   **估計份量：** 半顆 (約 28 克，以全蛋 56 克計)
    *   **熱量推估 (參考衛福部食品營養成分資料庫 TFND - 雞蛋(煮))：** 100 克約 157 大卡
    *   **估計熱量：** (157 大卡 / 100 克) * 28 克 ≈ 44 大卡

4.  **花椰菜 (蔬菜)**
    *   **估計份量：** 約 90 克
    *   **熱量推估 (參考衛福部食品營養成分資料庫 TFND - 青花菜(生))：** 100 克約 28 大卡
    *   **估計熱量：** (28 大卡 / 100 克) * 90 克 ≈ 25 大卡

5.  **小番茄 (蔬菜)**
    *   **估計份量：** 兩顆 (約 35 克)
    *   **熱量推估 (參考衛福部食品營養成分資料庫 TFND - 番茄(小果番茄))：** 100 克約 30 大卡
    *   **估計熱量：** (30 大卡 / 100 克) * 35 克 ≈ 11 大卡

6.  **玉米筍 (蔬菜)**
    *   **估計份量：** 兩根 (約 25 克)
    *   **熱量推估 (參考衛福部食品營養成分資料庫 TFND - 玉米筍(生))：** 100 克約 32 大卡
    *   **估計熱量：** (32 大卡 / 100 克) * 25 克 = 8 大卡

7.  **木耳 (蔬菜)**
    *   **估計份量：** 約 60 克
    *   **熱量推估 (參考衛福部食品營養成分資料庫 TFND - 黑木耳(濕))：** 100 克約 33 大卡
    *   **估計熱量：** (33 大卡 / 100 克) * 60 克 ≈ 20 大卡

**總熱量推估：**
298 (鯖魚) + 234 (糙米飯) + 44 (水煮蛋) + 25 (花椰菜) + 11 (小番茄) + 8 (玉米筍) + 20 (木耳) = **約 640 大卡**"
downloaded_images\欣欣大眾魷魚羹_滷蛋_20元_1.jpg,"根據圖片分析及檔案名稱資訊，判斷如下：

*   **食物名稱：** 滷蛋
*   **分量：** 1顆（圖片顯示為對半切開的單顆滷蛋）
*   **熱量估算：**
    *   根據衛福部食品營養成分資料庫（TFND）中「雞蛋滷蛋」每100公克約155大卡之數據，並假設單顆滷蛋重量約為60公克（中型雞蛋製成），推估熱量約為：(155大卡 / 100公克) * 60公克 = **93大卡**。"
downloaded_images\欣欣大眾魷魚羹_燙青菜_40元_1.jpg,"這張圖片顯示的食物是「燙青菜」。

*   **食物種類**：根據檔案名「燙青菜」及圖片內容判斷，此為煮熟的綠葉蔬菜。從莖的形狀和葉片外觀判斷，很可能是「空心菜」。表面有光澤，顯示有淋上少許食用油或含油的醬汁。
*   **分量估計**：目測為滿滿一碗的熟青菜，估計約150公克。根據光澤度判斷，約淋上5-7公克的食用油/醬汁。
*   **熱量估算 (參考衛福部食品營養成分資料庫 TFND 標準)**：
    *   **空心菜 (熟)**：每100公克約20大卡。因此，150公克約為 30大卡。
    *   **食用油/醬汁**：每公克食用油約9大卡。因此，7公克食用油約為 63大卡。
    *   **總計**：此份燙青菜的總熱量估計約為 30 + 63 = **93大卡**。"
downloaded_images\欣欣大眾魷魚羹_燙豆芽_45元_1.jpg,"這張圖片顯示一碗「燙豆芽」。

*   **食物種類：** 主要為綠豆芽，並配有少量調味（如醬油、食用油）。
*   **分量估計：** 根據圖片中碗的大小及檔案名資訊「45元」判斷，估計綠豆芽（瀝乾後）約為180克。
*   **熱量估計 (參考衛福部食品營養成分資料庫 TFND 標準)：**
    *   **綠豆芽：** 綠豆芽（生）每100克約含18大卡熱量。
        *   180克綠豆芽：180克 * (18大卡/100克) = 32.4大卡。
    *   **調味：** 燙豆芽通常會加入少量食用油。估計約添加5克食用油（約1茶匙）。
        *   5克食用油：5克 * (9大卡/克) = 45大卡。
    *   **總熱量估計：** 32.4大卡 (綠豆芽) + 45大卡 (調味油) = **77.4大卡**。"
downloaded_images\欣欣大眾魷魚羹_生魷魚焿麵_100元_1.jpg,"此圖片顯示一碗「生魷魚焿麵」，依據衛福部食品營養成分資料庫 (TFND) 標準，以下為其組成與熱量推估：

**食物構成與分量判斷：**

1.  **麵條：** 目測為黃色油麵，分量約佔碗內主要體積。推估熟重約 **180 克**。
2.  **生魷魚羹：** 圖片中可見四條長形、略帶褐色的加工魷魚羹條。推估每條約 20-25 克，總重約 **90 克**。
3.  **豆芽菜：** 碗底可見少量白色細長豆芽菜。推估約 **40 克**。
4.  **湯汁：** 湯色清澈，呈淺黃色，非勾芡濃稠的羹湯。推估湯量約 **350 毫升**。
5.  **其他：** 少量綠色香菜點綴，熱量可忽略不計。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND)：**

1.  **麵條 (油麵)：** 衛福部資料庫中「煮熟油麵」每100克約140大卡。
    *   180 克 x 1.4 大卡/克 = **252 大卡**
2.  **生魷魚羹：** 衛福部資料庫中無直接「生魷魚羹」項目，參考「花枝羹」或一般「魚羹」類（多為澱粉與魚漿混合），每100克約120-140大卡。取中間值130大卡估算。
    *   90 克 x 1.3 大卡/克 = **117 大卡**
3.  **豆芽菜 (綠豆芽)：** 衛福部資料庫中「綠豆芽」每100克約13大卡。
    *   40 克 x 0.13 大卡/克 = **5 大卡**
4.  **湯汁：** 考量為清湯而非勾芡羹湯，估計含少量油脂及調味，每100毫升約20大卡。
    *   350 毫升 x 0.2 大卡/毫升 = **70 大卡**

**總熱量推估：**
252 (麵條) + 117 (生魷魚羹) + 5 (豆芽菜) + 70 (湯汁) = **444 大卡**

**總結：**
此碗「欣欣大眾魷魚羹_生魷魚焿麵」依目測分量及衛福部食品營養成分資料庫標準推估，總熱量約為 **445 大卡**。"
downloaded_images\欣欣大眾魷魚羹_肉羹麵_90元_1.jpg,"此為「肉羹麵」一碗，參考檔名「欣欣大眾魷魚羹_肉羹麵_90元」。

**食物組成與分量估計：**
1.  **麵條 (油麵類)：** 約180克 (熟重)，細黃麵條，份量佔碗中主體。
2.  **肉羹：** 約140克，目測約7塊大小不一的肉羹，質地呈不規則狀，應為豬肉與太白粉等混合製成。
3.  **湯底：** 約450毫升，淺黃褐色，湯汁清澈帶些許油光。
4.  **豆芽菜：** 約25克，少量白色豆芽菜拌於麵中。
5.  **配料：** 少量九層塔葉點綴，湯中可見零星油蔥酥顆粒。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND 標準)：**
1.  **麵條 (油麵，熟)：** 180克 x (約150大卡/100克) = 約270大卡
2.  **肉羹 (豬肉羹，含澱粉)：** 140克 x (約180大卡/100克) = 約252大卡
3.  **湯底 (含肉汁及少量油脂)：** 450毫升 x (約30大卡/100毫升) = 約135大卡
4.  **豆芽菜：** 25克 x (約30大卡/100克) = 約7.5大卡
5.  **油蔥酥：** 少量 (約8克) x (約500大卡/100克) = 約40大卡
6.  **九層塔：** 微量，熱量可忽略不計。

**總熱量估計：** 約270 + 252 + 135 + 7.5 + 40 = **約704.5大卡**。"
downloaded_images\欣欣大眾魷魚羹_花枝羹飯_90元_1.jpg,"基於圖片及檔案名「欣欣大眾魷魚羹_花枝羹飯_90元_1.jpg」提供的資訊，此為一碗花枝羹飯。

**一、食物判斷及份量估計：**

1.  **熟米飯 (Cooked Rice):** 碗內約一半至三分之二為熟米飯，目測份量約 **150-200 克**。
2.  **花枝羹 (Squid Paste Chunks):** 碗內可見 5-6 塊不規則狀的花枝羹，每塊大小不一，估計總重約 **100-120 克**。
3.  **羹湯 (Thickened Soup Base):** 湯汁為主要液體部分，約佔碗體容量的 250-300 毫升，質地呈勾芡狀。
4.  **辛香料/配料:** 少量香菜、薑絲及其他細小配料，熱量可忽略不計。

**二、熱量估算 (參考衛福部食品營養成分資料庫 TFND 標準)：**

1.  **熟米飯 (白飯 - 熟):**
    *   TFND 數據：每 100 克約 182 大卡。
    *   估算熱量：180 克 × (182 大卡 / 100 克) = **327.6 大卡**。

2.  **花枝羹 (參考花枝丸):**
    *   TFND 數據：花枝丸每 100 克約 150 大卡 (為近似值，實際花枝羹可能因製程略有差異)。
    *   估算熱量：110 克 × (150 大卡 / 100 克) = **165 大卡**。

3.  **羹湯 (參考肉羹湯-不含料):**
    *   TFND 數據：肉羹湯 (不含料) 每 100 克約 25 大卡 (勾芡湯底熱量主要來自澱粉與少量油脂)。
    *   估算熱量：280 毫升 (約 280 克) × (25 大卡 / 100 克) = **70 大卡**。

**三、總熱量推估：**

*   總熱量：327.6 (米飯) + 165 (花枝羹) + 70 (羹湯) = **562.6 大卡**。

**結論：**

此碗欣欣大眾魷魚羹之「花枝羹飯」總熱量推估約為 **560-580 大卡**。"
downloaded_images\欣欣大眾魷魚羹_魚酥羹麵_90元_1.jpg,"根據圖片檔案名「欣欣大眾魷魚羹_魚酥羹麵_90元_1.jpg」及圖像內容，此餐點為「魚酥羹麵」。

**餐點成分與估計分量：**

1.  **魚酥 (炸魚漿製品)：**
    *   目測約有3塊較大的炸魚酥。
    *   估計總重約75公克。
    *   依據衛福部食品營養成分資料庫 (TFND) 中，炸魚漿製品（如炸甜不辣、炸黑輪）的熱量約為每100公克200-250大卡。然而，魚酥通常更酥脆且吸油量更高，可比擬炸物，熱量估計會更高。考量其油炸特性，參考油炸類食物，以每100公克約400大卡估算。
    *   熱量估計：75公克 \* 400大卡/100公克 = **300大卡**。

2.  **油麵 (熟麵條)：**
    *   目測為標準一碗麵的分量。
    *   估計熟麵條重約180公克。
    *   依據TFND，熟油麵的熱量約為每100公克160大卡。
    *   熱量估計：180公克 \* 160大卡/100公克 = **288大卡**。

3.  **羹湯 (勾芡湯底)：**
    *   扣除麵條及魚酥，碗中羹湯體積約350-400毫升。
    *   羹湯因勾芡含有澱粉，且可能含油，熱量高於清湯。依據TFND中勾芡湯品的熱量，約為每100毫升30-50大卡。以每100毫升40大卡估算。
    *   熱量估計：400毫升 \* 40大卡/100毫升 = **160大卡**。

4.  **配菜 (少許豆芽、蔥花等)：**
    *   份量極少，熱量可忽略不計。

**總熱量估計：**

*   魚酥：300大卡
*   麵條：288大卡
*   羹湯：160大卡
*   **總計：300 + 288 + 160 = 748大卡**

**總結：**
這碗「魚酥羹麵」主要由炸魚酥、油麵及勾芡羹湯組成。經理性判斷及參考衛福部食品營養成分資料庫標準推估，此份餐點的總熱量約為 **748大卡**。"
